SNO,text,category,priority
5608,My router stopped working when I tried to use Email. Error displayed: ERR42. Occurs intermittently.,Network,high
5609,There is a problem with Salesforce on the desktop. Error: FAIL-101. Please resolve soon.,Account,high
5610,"I am unable to access Database on my mobile, it shows error 0x80070005.",Account,high
5611,My printer stopped working when I tried to use CRM Portal. Error displayed: ERR42. Issue reported by user.,Software,medium
5612,Database fails to load on my server showing 0xC004F012. Occurs intermittently.,Network,high
5613,There is a problem with Email on the laptop. Error: 0x80070005. Occurs intermittently.,Other,high
5614,"I am unable to access VPN on my server, it shows error 0x80070005.",Account,high
5615,Outlook fails to load on my laptop showing ERR42. Please resolve soon.,Hardware,high
5616,"I am unable to access Salesforce on my laptop, it shows error TIMEOUT-22. Issue reported by user.",Account,critical
5617,I can't log into Teams from my server. It returns ERR-9999. Kindly assist.,Account,medium
5618,"I am unable to access Database on my desktop, it shows error NET-503. Please resolve soon.",Network,critical
5619,Salesforce fails to load on my desktop showing AUTH-007. Occurs intermittently.,Other,medium
5620,CRM Portal keeps crashing on my router. Code 0xC004F012. Please resolve soon.,Network,high
5621,I can't log into Active Directory from my laptop. It returns 0x80070005. Needs immediate attention.,Software,high
5622,CRM Portal fails to load on my router showing 0xC004F012. Please resolve soon.,Account,high
5623,WiFi fails to load on my laptop showing ERR42. Needs immediate attention.,Software,low
5624,My server stopped working when I tried to use Teams. Error displayed: TIMEOUT-22. Issue reported by user.,Account,critical
5625,I can't log into Active Directory from my mobile. It returns ERR42. Issue reported by user.,Other,low
5626,I can't log into Teams from my router. It returns AUTH-007. Please resolve soon.,Account,medium
5627,I can't log into Active Directory from my printer. It returns ERR-9999. Occurs intermittently.,Account,critical
5628,CRM Portal keeps crashing on my router. Code TIMEOUT-22. Occurs intermittently.,Hardware,critical
5629,My printer stopped working when I tried to use Database. Error displayed: NET-503. Needs immediate attention.,Account,critical
5630,There is a problem with Salesforce on the desktop. Error: FAIL-101. Issue reported by user.,Account,high
5631,My laptop stopped working when I tried to use Teams. Error displayed: 0xC004F012. Occurs intermittently.,Account,high
5632,I can't log into WiFi from my laptop. It returns AUTH-007. Occurs intermittently.,Other,medium
5633,Active Directory keeps crashing on my desktop. Code FAIL-101. Needs immediate attention.,Other,high
5634,There is a problem with CRM Portal on the laptop. Error: AUTH-007. Please resolve soon.,Account,medium
5635,There is a problem with Zoom on the router. Error: FAIL-101. Kindly assist.,Network,high
5636,"I am unable to access Teams on my mobile, it shows error TIMEOUT-22. Needs immediate attention.",Other,critical
5637,WiFi fails to load on my laptop showing 0x80070005.,Software,high
5638,CRM Portal fails to load on my router showing 0x80070005. Kindly assist.,Account,high
5639,Salesforce keeps crashing on my router. Code FAIL-101. Occurs intermittently.,Account,high
5640,CRM Portal fails to load on my tablet showing AUTH-007.,Software,medium
5641,There is a problem with VPN on the tablet. Error: 0xC004F012. Needs immediate attention.,Other,high
5642,There is a problem with WiFi on the server. Error: NET-503. Please resolve soon.,Account,critical
5643,There is a problem with Teams on the laptop. Error: TIMEOUT-22. Occurs intermittently.,Other,critical
5644,WiFi fails to load on my laptop showing 0x80070005. Occurs intermittently.,Software,high
5645,I can't log into Outlook from my server. It returns AUTH-007.,Account,medium
5646,I can't log into Salesforce from my printer. It returns NET-503. Issue reported by user.,Hardware,critical
5647,"I am unable to access Active Directory on my router, it shows error TIMEOUT-22. Occurs intermittently.",Hardware,critical
5648,Email keeps crashing on my server. Code 0xC004F012. Please resolve soon.,Other,high
5649,Salesforce keeps crashing on my tablet. Code TIMEOUT-22. Issue reported by user.,Other,critical
5650,There is a problem with Email on the mobile. Error: AUTH-007. Occurs intermittently.,Other,medium
5651,CRM Portal fails to load on my router showing TIMEOUT-22. Occurs intermittently.,Account,critical
5652,Zoom keeps crashing on my printer. Code AUTH-007. Needs immediate attention.,Account,medium
5653,There is a problem with VPN on the server. Error: ERR42. Needs immediate attention.,Account,medium
5654,Outlook keeps crashing on my tablet. Code ERR-9999. Needs immediate attention.,Account,high
5655,I can't log into Salesforce from my printer. It returns FAIL-101. Needs immediate attention.,Account,high
5656,My printer stopped working when I tried to use WiFi. Error displayed: ERR42. Issue reported by user.,Account,medium
5657,There is a problem with Teams on the router. Error: NET-503. Please resolve soon.,Other,critical
5658,My server stopped working when I tried to use WiFi. Error displayed: NET-503. Issue reported by user.,Hardware,critical
5659,There is a problem with VPN on the desktop. Error: AUTH-007. Please resolve soon.,Other,medium
5660,There is a problem with CRM Portal on the tablet. Error: FAIL-101. Needs immediate attention.,Account,high
5661,My printer stopped working when I tried to use CRM Portal. Error displayed: 0xC004F012. Issue reported by user.,Other,high
5662,Email keeps crashing on my printer. Code AUTH-007. Issue reported by user.,Hardware,medium
5663,Database fails to load on my router showing AUTH-007. Issue reported by user.,Other,medium
5664,"I am unable to access Email on my laptop, it shows error ERR-9999. Occurs intermittently.",Software,low
5665,There is a problem with Outlook on the laptop. Error: TIMEOUT-22. Occurs intermittently.,Hardware,critical
5666,My server stopped working when I tried to use Email. Error displayed: ERR-9999.,Other,low
5667,My server stopped working when I tried to use Zoom. Error displayed: ERR42.,Network,low
5668,My tablet stopped working when I tried to use Database. Error displayed: AUTH-007. Occurs intermittently.,Hardware,medium
5669,I can't log into Database from my mobile. It returns ERR42. Issue reported by user.,Account,low
5670,Database keeps crashing on my printer. Code 0x80070005. Issue reported by user.,Hardware,high
5671,Active Directory fails to load on my mobile showing FAIL-101. Kindly assist.,Software,high
5672,I can't log into VPN from my server. It returns 0x80070005. Kindly assist.,Software,high
5673,My router stopped working when I tried to use CRM Portal. Error displayed: 0x80070005. Needs immediate attention.,Software,high
5674,CRM Portal keeps crashing on my laptop. Code ERR-9999.,Other,high
5675,I can't log into WiFi from my laptop. It returns AUTH-007. Please resolve soon.,Account,medium
5676,There is a problem with Zoom on the printer. Error: 0x80070005. Kindly assist.,Account,high
5677,"I am unable to access Teams on my laptop, it shows error NET-503. Please resolve soon.",Account,critical
5678,I can't log into VPN from my server. It returns 0x80070005. Kindly assist.,Account,high
5679,My server stopped working when I tried to use CRM Portal. Error displayed: ERR-9999. Needs immediate attention.,Other,high
5680,WiFi fails to load on my desktop showing 0x80070005. Kindly assist.,Other,high
5681,There is a problem with Zoom on the tablet. Error: NET-503.,Account,critical
5682,There is a problem with Email on the router. Error: AUTH-007. Kindly assist.,Account,medium
5683,There is a problem with Active Directory on the server. Error: FAIL-101.,Network,high
5684,There is a problem with CRM Portal on the tablet. Error: 0x80070005. Occurs intermittently.,Other,high
5685,There is a problem with Outlook on the desktop. Error: 0x80070005. Kindly assist.,Other,high
5686,I can't log into Teams from my router. It returns TIMEOUT-22. Please resolve soon.,Other,critical
5687,WiFi keeps crashing on my mobile. Code FAIL-101. Kindly assist.,Software,high
5688,I can't log into Database from my server. It returns ERR-9999. Kindly assist.,Account,high
5689,Zoom keeps crashing on my router. Code TIMEOUT-22. Issue reported by user.,Account,critical
5690,Teams fails to load on my tablet showing AUTH-007.,Other,medium
5691,I can't log into VPN from my server. It returns 0x80070005. Issue reported by user.,Software,high
5692,"I am unable to access Email on my router, it shows error AUTH-007. Issue reported by user.",Software,medium
5693,"I am unable to access Active Directory on my tablet, it shows error NET-503. Occurs intermittently.",Other,critical
5694,My router stopped working when I tried to use Teams. Error displayed: TIMEOUT-22. Please resolve soon.,Account,critical
5695,There is a problem with Database on the server. Error: ERR42. Kindly assist.,Network,medium
5696,There is a problem with Active Directory on the mobile. Error: 0x80070005. Please resolve soon.,Account,high
5697,Salesforce fails to load on my server showing AUTH-007. Kindly assist.,Other,medium
5698,My tablet stopped working when I tried to use Email. Error displayed: AUTH-007. Kindly assist.,Network,medium
5699,Email fails to load on my server showing NET-503. Occurs intermittently.,Hardware,critical
5700,My laptop stopped working when I tried to use Email. Error displayed: ERR-9999.,Other,low
5701,My server stopped working when I tried to use VPN. Error displayed: 0x80070005. Occurs intermittently.,Other,high
5702,My server stopped working when I tried to use Email. Error displayed: ERR-9999. Please resolve soon.,Other,low
5703,My tablet stopped working when I tried to use Database. Error displayed: TIMEOUT-22. Needs immediate attention.,Account,critical
5704,Salesforce fails to load on my mobile showing FAIL-101. Please resolve soon.,Account,high
5705,Active Directory fails to load on my desktop showing FAIL-101. Kindly assist.,Software,high
5706,There is a problem with Email on the router. Error: AUTH-007. Occurs intermittently.,Account,medium
5707,My server stopped working when I tried to use Outlook. Error displayed: 0x80070005. Kindly assist.,Other,high
5708,I can't log into VPN from my mobile. It returns 0x80070005. Issue reported by user.,Other,high
5709,There is a problem with Zoom on the router. Error: NET-503. Kindly assist.,Network,critical
5710,My router stopped working when I tried to use Teams. Error displayed: TIMEOUT-22.,Account,critical
5711,My server stopped working when I tried to use Outlook. Error displayed: ERR-9999. Issue reported by user.,Account,medium
5712,Active Directory fails to load on my desktop showing TIMEOUT-22. Please resolve soon.,Network,critical
5713,WiFi fails to load on my laptop showing FAIL-101. Kindly assist.,Account,high
5714,CRM Portal keeps crashing on my router. Code 0xC004F012. Kindly assist.,Network,high
5715,There is a problem with Outlook on the server. Error: TIMEOUT-22. Issue reported by user.,Other,critical
5716,Active Directory keeps crashing on my desktop. Code ERR-9999.,Network,high
5717,Salesforce fails to load on my desktop showing AUTH-007. Needs immediate attention.,Other,medium
5718,I can't log into Database from my laptop. It returns 0xC004F012. Kindly assist.,Software,high
5719,My tablet stopped working when I tried to use Database. Error displayed: 0x80070005. Needs immediate attention.,Other,high
5720,CRM Portal fails to load on my mobile showing FAIL-101. Issue reported by user.,Account,high
5721,There is a problem with VPN on the desktop. Error: AUTH-007.,Software,medium
5722,Email keeps crashing on my printer. Code ERR-9999. Occurs intermittently.,Network,high
5723,"I am unable to access Database on my router, it shows error ERR42. Occurs intermittently.",Account,low
5724,My router stopped working when I tried to use Teams. Error displayed: AUTH-007. Issue reported by user.,Hardware,medium
5725,My router stopped working when I tried to use Email. Error displayed: ERR42.,Network,high
5726,"I am unable to access Zoom on my server, it shows error ERR-9999. Occurs intermittently.",Account,low
5727,Salesforce keeps crashing on my mobile. Code 0xC004F012. Kindly assist.,Account,high
5728,My laptop stopped working when I tried to use VPN. Error displayed: AUTH-007. Kindly assist.,Account,medium
5729,"I am unable to access WiFi on my router, it shows error TIMEOUT-22. Occurs intermittently.",Other,critical
5730,My tablet stopped working when I tried to use Database. Error displayed: TIMEOUT-22. Needs immediate attention.,Account,critical
5731,"I am unable to access WiFi on my printer, it shows error FAIL-101. Issue reported by user.",Network,high
5732,My laptop stopped working when I tried to use Active Directory. Error displayed: ERR42. Occurs intermittently.,Network,critical
5733,"I am unable to access WiFi on my server, it shows error NET-503. Occurs intermittently.",Other,critical
5734,Salesforce fails to load on my printer showing NET-503. Issue reported by user.,Hardware,critical
5735,Database fails to load on my printer showing NET-503. Please resolve soon.,Software,critical
5736,My printer stopped working when I tried to use Zoom. Error displayed: AUTH-007. Occurs intermittently.,Other,medium
5737,There is a problem with Outlook on the tablet. Error: 0x80070005. Occurs intermittently.,Other,high
5738,Salesforce keeps crashing on my mobile. Code 0xC004F012.,Account,high
5739,Teams keeps crashing on my router. Code 0xC004F012. Issue reported by user.,Hardware,high
5740,"I am unable to access Teams on my desktop, it shows error FAIL-101.",Account,high
5741,"I am unable to access VPN on my printer, it shows error FAIL-101. Occurs intermittently.",Other,high
5742,Salesforce keeps crashing on my tablet. Code 0x80070005. Kindly assist.,Account,high
5743,Outlook keeps crashing on my server. Code FAIL-101. Kindly assist.,Software,high
5744,WiFi fails to load on my laptop showing FAIL-101. Occurs intermittently.,Account,high
5745,"I am unable to access WiFi on my server, it shows error NET-503. Needs immediate attention.",Other,critical
5746,I can't log into Active Directory from my printer. It returns TIMEOUT-22. Occurs intermittently.,Network,critical
5747,My printer stopped working when I tried to use Database. Error displayed: ERR-9999. Occurs intermittently.,Account,medium
5748,"I am unable to access Teams on my laptop, it shows error NET-503. Please resolve soon.",Account,critical
5749,I can't log into Salesforce from my server. It returns 0x80070005.,Account,high
5750,There is a problem with Database on the desktop. Error: NET-503. Issue reported by user.,Hardware,critical
5751,There is a problem with Teams on the router. Error: NET-503. Kindly assist.,Other,critical
5752,I can't log into WiFi from my tablet. It returns ERR-9999. Kindly assist.,Hardware,critical
5753,CRM Portal keeps crashing on my laptop. Code FAIL-101. Needs immediate attention.,Account,high
5754,There is a problem with Salesforce on the laptop. Error: FAIL-101. Please resolve soon.,Account,high
5755,Teams fails to load on my tablet showing FAIL-101. Occurs intermittently.,Software,high
5756,Database keeps crashing on my mobile. Code TIMEOUT-22. Issue reported by user.,Hardware,critical
5757,CRM Portal keeps crashing on my printer. Code ERR42. Occurs intermittently.,Account,medium
5758,I can't log into Teams from my router. It returns AUTH-007. Issue reported by user.,Account,medium
5759,WiFi keeps crashing on my desktop. Code TIMEOUT-22. Please resolve soon.,Account,critical
5760,VPN fails to load on my tablet showing TIMEOUT-22. Needs immediate attention.,Account,critical
5761,Active Directory keeps crashing on my laptop. Code ERR-9999. Occurs intermittently.,Other,medium
5762,I can't log into VPN from my mobile. It returns 0x80070005. Needs immediate attention.,Other,high
5763,My server stopped working when I tried to use Salesforce. Error displayed: FAIL-101. Issue reported by user.,Other,high
5764,Salesforce fails to load on my printer showing NET-503. Occurs intermittently.,Hardware,critical
5765,There is a problem with WiFi on the desktop. Error: ERR42. Needs immediate attention.,Account,low
5766,There is a problem with Salesforce on the printer. Error: 0x80070005. Issue reported by user.,Network,high
5767,My laptop stopped working when I tried to use Active Directory. Error displayed: 0xC004F012. Please resolve soon.,Software,high
5768,I can't log into Salesforce from my router. It returns TIMEOUT-22. Kindly assist.,Software,critical
5769,I can't log into Salesforce from my router. It returns TIMEOUT-22. Kindly assist.,Software,critical
5770,There is a problem with Teams on the laptop. Error: TIMEOUT-22. Occurs intermittently.,Other,critical
5771,Outlook keeps crashing on my mobile. Code 0xC004F012.,Network,high
5772,I can't log into Salesforce from my router. It returns TIMEOUT-22. Kindly assist.,Software,critical
5773,There is a problem with Outlook on the server. Error: TIMEOUT-22. Kindly assist.,Other,critical
5774,Email keeps crashing on my printer. Code ERR-9999. Kindly assist.,Network,high
5775,I can't log into WiFi from my tablet. It returns ERR-9999. Needs immediate attention.,Hardware,critical
5776,VPN fails to load on my router showing 0xC004F012.,Hardware,high
5777,Email keeps crashing on my printer. Code AUTH-007. Please resolve soon.,Hardware,medium
5778,I can't log into Teams from my desktop. It returns AUTH-007. Occurs intermittently.,Hardware,medium
5779,Active Directory fails to load on my printer showing AUTH-007. Needs immediate attention.,Account,medium
5780,My server stopped working when I tried to use Zoom. Error displayed: ERR42. Issue reported by user.,Network,low
5781,My laptop stopped working when I tried to use VPN. Error displayed: TIMEOUT-22.,Other,critical
5782,Zoom fails to load on my printer showing ERR-9999. Needs immediate attention.,Account,critical
5783,I can't log into Active Directory from my printer. It returns TIMEOUT-22. Issue reported by user.,Network,critical
5784,There is a problem with Teams on the desktop. Error: 0xC004F012.,Other,high
5785,My laptop stopped working when I tried to use VPN. Error displayed: 0x80070005. Occurs intermittently.,Hardware,high
5786,There is a problem with CRM Portal on the router. Error: ERR-9999. Needs immediate attention.,Account,low
5787,Email fails to load on my server showing 0x80070005. Please resolve soon.,Other,high
5788,VPN fails to load on my mobile showing AUTH-007. Occurs intermittently.,Account,medium
5789,Outlook fails to load on my laptop showing ERR42. Please resolve soon.,Hardware,high
5790,I can't log into Outlook from my mobile. It returns TIMEOUT-22. Occurs intermittently.,Account,critical
5791,Email fails to load on my printer showing ERR-9999. Kindly assist.,Other,low
5792,"I am unable to access VPN on my router, it shows error AUTH-007. Needs immediate attention.",Account,medium
5793,Active Directory fails to load on my mobile showing FAIL-101. Issue reported by user.,Software,high
5794,Database keeps crashing on my router. Code 0x80070005.,Account,high
5795,"I am unable to access Database on my router, it shows error ERR42.",Account,low
5796,"I am unable to access WiFi on my router, it shows error NET-503. Please resolve soon.",Software,critical
5797,There is a problem with Teams on the laptop. Error: 0x80070005. Issue reported by user.,Hardware,high
5798,My desktop stopped working when I tried to use Outlook. Error displayed: ERR-9999. Issue reported by user.,Other,medium
5799,I can't log into Database from my desktop. It returns 0x80070005. Please resolve soon.,Account,high
5800,Active Directory keeps crashing on my desktop. Code FAIL-101. Issue reported by user.,Other,high
5801,I can't log into Salesforce from my mobile. It returns ERR-9999. Needs immediate attention.,Hardware,high
5802,My laptop stopped working when I tried to use WiFi. Error displayed: 0xC004F012. Please resolve soon.,Network,high
5803,"I am unable to access WiFi on my mobile, it shows error 0xC004F012. Issue reported by user.",Account,high
5804,I can't log into Teams from my router. It returns AUTH-007. Kindly assist.,Account,medium
5805,There is a problem with VPN on the server. Error: ERR42.,Account,medium
5806,There is a problem with Database on the server. Error: FAIL-101. Issue reported by user.,Account,high
5807,WiFi fails to load on my printer showing FAIL-101.,Other,high
5808,There is a problem with VPN on the mobile. Error: 0x80070005.,Account,high
5809,"I am unable to access Zoom on my printer, it shows error ERR-9999. Kindly assist.",Hardware,medium
5810,CRM Portal keeps crashing on my router. Code 0xC004F012. Please resolve soon.,Network,high
5811,Database fails to load on my printer showing ERR-9999. Issue reported by user.,Other,critical
5812,My printer stopped working when I tried to use CRM Portal. Error displayed: 0xC004F012. Please resolve soon.,Other,high
5813,My desktop stopped working when I tried to use Email. Error displayed: FAIL-101. Please resolve soon.,Other,high
5814,I can't log into Teams from my router. It returns AUTH-007. Needs immediate attention.,Other,medium
5815,Teams fails to load on my tablet showing FAIL-101. Occurs intermittently.,Software,high
5816,There is a problem with CRM Portal on the mobile. Error: TIMEOUT-22. Please resolve soon.,Account,critical
5817,WiFi fails to load on my desktop showing ERR-9999. Please resolve soon.,Account,high
5818,My server stopped working when I tried to use WiFi. Error displayed: TIMEOUT-22. Issue reported by user.,Other,critical
5819,I can't log into Database from my server. It returns AUTH-007. Please resolve soon.,Network,medium
5820,"I am unable to access Active Directory on my tablet, it shows error TIMEOUT-22. Issue reported by user.",Other,critical
5821,My printer stopped working when I tried to use Salesforce. Error displayed: 0xC004F012.,Account,high
5822,There is a problem with Email on the laptop. Error: 0xC004F012. Occurs intermittently.,Account,high
5823,My router stopped working when I tried to use Teams. Error displayed: AUTH-007. Kindly assist.,Hardware,medium
5824,Outlook fails to load on my printer showing AUTH-007. Occurs intermittently.,Account,medium
5825,VPN keeps crashing on my laptop. Code AUTH-007.,Account,medium
5826,There is a problem with Outlook on the tablet. Error: FAIL-101. Please resolve soon.,Software,high
5827,My mobile stopped working when I tried to use WiFi. Error displayed: 0x80070005. Needs immediate attention.,Account,high
5828,"I am unable to access WiFi on my laptop, it shows error 0x80070005. Issue reported by user.",Other,high
5829,Database keeps crashing on my printer. Code AUTH-007. Needs immediate attention.,Account,medium
5830,I can't log into VPN from my server. It returns 0x80070005. Kindly assist.,Network,high
5831,"I am unable to access Email on my desktop, it shows error 0x80070005. Needs immediate attention.",Other,high
5832,Teams fails to load on my laptop showing AUTH-007.,Account,medium
5833,My laptop stopped working when I tried to use VPN. Error displayed: TIMEOUT-22. Needs immediate attention.,Other,critical
5834,Salesforce keeps crashing on my laptop. Code TIMEOUT-22. Needs immediate attention.,Other,critical
5835,"I am unable to access Outlook on my mobile, it shows error AUTH-007. Occurs intermittently.",Other,medium
5836,"I am unable to access WiFi on my router, it shows error TIMEOUT-22. Occurs intermittently.",Other,critical
5837,Active Directory keeps crashing on my laptop. Code TIMEOUT-22. Please resolve soon.,Account,critical
5838,My printer stopped working when I tried to use Salesforce. Error displayed: 0xC004F012. Kindly assist.,Account,high
5839,There is a problem with Email on the desktop. Error: ERR-9999.,Account,low
5840,I can't log into Outlook from my printer. It returns AUTH-007.,Software,medium
5841,"I am unable to access WiFi on my router, it shows error TIMEOUT-22. Please resolve soon.",Other,critical
5842,Active Directory fails to load on my mobile showing FAIL-101. Issue reported by user.,Software,high
5843,There is a problem with Email on the server. Error: TIMEOUT-22. Occurs intermittently.,Software,critical
5844,CRM Portal keeps crashing on my desktop. Code NET-503. Please resolve soon.,Other,critical
5845,There is a problem with VPN on the server. Error: 0xC004F012. Issue reported by user.,Account,high
5846,Database fails to load on my laptop showing 0xC004F012. Issue reported by user.,Account,high
5847,CRM Portal fails to load on my printer showing 0x80070005. Needs immediate attention.,Account,high
5848,I can't log into Teams from my desktop. It returns AUTH-007. Occurs intermittently.,Hardware,medium
5849,My server stopped working when I tried to use Outlook. Error displayed: 0x80070005.,Hardware,high
5850,I can't log into Outlook from my server. It returns TIMEOUT-22. Needs immediate attention.,Software,critical
5851,Teams keeps crashing on my tablet. Code TIMEOUT-22. Occurs intermittently.,Other,critical
5852,There is a problem with Outlook on the tablet. Error: ERR-9999. Needs immediate attention.,Account,critical
5853,My router stopped working when I tried to use Teams. Error displayed: TIMEOUT-22.,Account,critical
5854,I can't log into Teams from my router. It returns 0xC004F012. Occurs intermittently.,Network,high
5855,I can't log into Active Directory from my server. It returns ERR42.,Other,medium
5856,I can't log into Outlook from my tablet. It returns NET-503. Issue reported by user.,Network,critical
5857,There is a problem with Teams on the tablet. Error: NET-503. Occurs intermittently.,Software,critical
5858,VPN fails to load on my mobile showing 0xC004F012. Occurs intermittently.,Other,high
5859,I can't log into Database from my laptop. It returns ERR-9999. Occurs intermittently.,Other,critical
5860,There is a problem with Teams on the printer. Error: TIMEOUT-22. Please resolve soon.,Network,critical
5861,My desktop stopped working when I tried to use CRM Portal. Error displayed: TIMEOUT-22. Occurs intermittently.,Other,critical
5862,Outlook keeps crashing on my tablet. Code NET-503. Issue reported by user.,Account,critical
5863,VPN fails to load on my mobile showing 0xC004F012.,Account,high
5864,Teams keeps crashing on my router. Code 0xC004F012. Occurs intermittently.,Hardware,high
5865,My desktop stopped working when I tried to use Outlook. Error displayed: 0xC004F012. Needs immediate attention.,Hardware,high
5866,My tablet stopped working when I tried to use Active Directory. Error displayed: FAIL-101. Please resolve soon.,Other,high
5867,Outlook keeps crashing on my tablet. Code NET-503. Needs immediate attention.,Account,critical
5868,I can't log into Database from my router. It returns 0xC004F012. Kindly assist.,Software,high
5869,"I am unable to access WiFi on my mobile, it shows error 0xC004F012.",Other,high
5870,Email keeps crashing on my printer. Code AUTH-007.,Account,medium
5871,There is a problem with Email on the tablet. Error: 0x80070005. Needs immediate attention.,Account,high
5872,"I am unable to access WiFi on my server, it shows error NET-503. Issue reported by user.",Other,critical
5873,WiFi fails to load on my server showing ERR-9999.,Other,low
5874,"I am unable to access Teams on my laptop, it shows error FAIL-101. Issue reported by user.",Account,high
5875,My mobile stopped working when I tried to use Email. Error displayed: AUTH-007. Occurs intermittently.,Hardware,medium
5876,Active Directory fails to load on my server showing NET-503. Needs immediate attention.,Hardware,critical
5877,There is a problem with CRM Portal on the laptop. Error: AUTH-007. Issue reported by user.,Account,medium
5878,Teams keeps crashing on my laptop. Code TIMEOUT-22. Please resolve soon.,Software,critical
5879,I can't log into Teams from my mobile. It returns ERR42. Issue reported by user.,Other,high
5880,WiFi fails to load on my laptop showing ERR42. Issue reported by user.,Other,low
5881,WiFi fails to load on my server showing TIMEOUT-22.,Account,critical
5882,I can't log into CRM Portal from my tablet. It returns 0xC004F012. Please resolve soon.,Account,high
5883,"I am unable to access Teams on my printer, it shows error AUTH-007. Kindly assist.",Account,medium
5884,My router stopped working when I tried to use VPN. Error displayed: AUTH-007.,Hardware,medium
5885,CRM Portal keeps crashing on my mobile. Code AUTH-007. Issue reported by user.,Hardware,medium
5886,Salesforce keeps crashing on my desktop. Code FAIL-101.,Network,high
5887,Database keeps crashing on my mobile. Code TIMEOUT-22.,Hardware,critical
5888,Email fails to load on my mobile showing ERR42. Needs immediate attention.,Account,critical
5889,"I am unable to access CRM Portal on my server, it shows error AUTH-007. Needs immediate attention.",Account,medium
5890,Teams keeps crashing on my server. Code NET-503. Kindly assist.,Account,critical
5891,My tablet stopped working when I tried to use Active Directory. Error displayed: FAIL-101. Issue reported by user.,Other,high
5892,There is a problem with Salesforce on the printer. Error: ERR-9999. Needs immediate attention.,Other,low
5893,My printer stopped working when I tried to use Teams. Error displayed: ERR42. Needs immediate attention.,Other,medium
5894,Zoom fails to load on my server showing ERR42. Occurs intermittently.,Account,critical
5895,"I am unable to access Email on my desktop, it shows error TIMEOUT-22. Kindly assist.",Account,critical
5896,"I am unable to access Teams on my laptop, it shows error NET-503. Occurs intermittently.",Account,critical
5897,My server stopped working when I tried to use Outlook. Error displayed: 0x80070005. Kindly assist.,Other,high
5898,My router stopped working when I tried to use Zoom. Error displayed: NET-503. Please resolve soon.,Network,critical
5899,VPN fails to load on my printer showing FAIL-101. Needs immediate attention.,Hardware,high
5900,I can't log into CRM Portal from my printer. It returns TIMEOUT-22.,Network,critical
5901,Active Directory fails to load on my mobile showing FAIL-101. Issue reported by user.,Software,high
5902,VPN fails to load on my laptop showing ERR-9999. Needs immediate attention.,Network,low
5903,There is a problem with Database on the server. Error: 0x80070005. Issue reported by user.,Other,high
5904,There is a problem with Teams on the laptop. Error: TIMEOUT-22. Kindly assist.,Other,critical
5905,My laptop stopped working when I tried to use Database. Error displayed: 0x80070005.,Software,high
5906,Outlook keeps crashing on my router. Code ERR42. Please resolve soon.,Account,medium
5907,My tablet stopped working when I tried to use Outlook. Error displayed: NET-503. Occurs intermittently.,Account,critical
5908,I can't log into Active Directory from my desktop. It returns 0xC004F012.,Other,high
5909,There is a problem with Outlook on the desktop. Error: TIMEOUT-22. Needs immediate attention.,Other,critical
5910,I can't log into Email from my laptop. It returns ERR-9999. Kindly assist.,Account,low
5911,I can't log into Email from my server. It returns FAIL-101. Kindly assist.,Software,high
5912,CRM Portal keeps crashing on my server. Code 0xC004F012. Issue reported by user.,Other,high
5913,There is a problem with Email on the server. Error: 0x80070005. Please resolve soon.,Other,high
5914,Outlook keeps crashing on my router. Code ERR42. Please resolve soon.,Other,critical
5915,CRM Portal keeps crashing on my router. Code ERR-9999. Occurs intermittently.,Software,low
5916,My printer stopped working when I tried to use Teams. Error displayed: FAIL-101. Issue reported by user.,Account,high
5917,There is a problem with VPN on the tablet. Error: 0xC004F012.,Other,high
5918,I can't log into Email from my router. It returns AUTH-007. Kindly assist.,Software,medium
5919,There is a problem with Teams on the laptop. Error: TIMEOUT-22. Kindly assist.,Other,critical
5920,I can't log into Active Directory from my laptop. It returns ERR42. Please resolve soon.,Hardware,critical
5921,WiFi fails to load on my laptop showing 0xC004F012. Kindly assist.,Network,high
5922,WiFi fails to load on my laptop showing 0xC004F012. Needs immediate attention.,Network,high
5923,There is a problem with Email on the server. Error: 0x80070005. Please resolve soon.,Other,high
5924,CRM Portal keeps crashing on my router. Code TIMEOUT-22. Issue reported by user.,Hardware,critical
5925,Outlook keeps crashing on my router. Code ERR42. Please resolve soon.,Other,critical
5926,My mobile stopped working when I tried to use Active Directory. Error displayed: NET-503. Kindly assist.,Hardware,critical
5927,My router stopped working when I tried to use CRM Portal. Error displayed: 0x80070005. Please resolve soon.,Software,high
5928,My laptop stopped working when I tried to use Email. Error displayed: 0x80070005. Please resolve soon.,Hardware,high
5929,"I am unable to access Outlook on my printer, it shows error NET-503. Occurs intermittently.",Network,critical
5930,Database fails to load on my laptop showing 0xC004F012.,Account,high
5931,I can't log into Outlook from my server. It returns AUTH-007. Issue reported by user.,Account,medium
5932,There is a problem with CRM Portal on the tablet. Error: FAIL-101. Occurs intermittently.,Account,high
5933,There is a problem with Zoom on the server. Error: NET-503. Please resolve soon.,Network,critical
5934,"I am unable to access CRM Portal on my desktop, it shows error ERR-9999. Kindly assist.",Other,high
5935,Teams keeps crashing on my tablet. Code 0xC004F012. Needs immediate attention.,Software,high
5936,My desktop stopped working when I tried to use VPN. Error displayed: ERR-9999. Needs immediate attention.,Account,critical
5937,CRM Portal fails to load on my mobile showing 0x80070005. Please resolve soon.,Account,high
5938,"I am unable to access Outlook on my printer, it shows error ERR42. Occurs intermittently.",Other,medium
